ts,product,size_threshold,bid_open_xch,bid_open,bid_high_xch,bid_high,bid_low_xch,bid_low,bid_close_xch,bid_close,bid_qty_close,ask_open_xch,ask_open,ask_high_xch,ask_high,ask_low_xch,ask_low,ask_close_xch,ask_close,ask_qty_close,mid_open,mid_high,mid_low,mid_close
2021-09-25 17:17:00,BTC-USD,0.0,gdax,42635.55000000,gdax,42673.68000000,kraken,42662.40000000,gemini,42664.83000000,1.01443404,kraken,42623.80000000,bitstamp,42645.20000000,kraken,42623.80000000,gdax,42664.27000000,0.32566,42629.675000000000,42659.440000000000,42643.100000000000,42664.550000000000
2021-09-25 17:18:00,BTC-USD,0.0,gdax,42664.26000000,bitstamp,42685.30000000,kraken,42669.10000000,gemini,42657.15000000,0.00119875,gdax,42664.27000000,bitstamp,42659.70000000,kraken,42652.40000000,gdax,42653.63000000,0.94895731,42664.265000000000,42672.500000000000,42660.750000000000,42655.390000000000
2021-09-25 17:19:00,BTC-USD,0.0,gemini,42657.78000000,gdax,42691.46000000,kraken,42673.20000000,gdax,42691.46000000,0.10000000,gdax,42653.63000000,bitstamp,42663.38000000,gdax,42653.63000000,kraken,42673.30000000,0.13120054,42655.705000000000,42677.420000000000,42663.415000000000,42682.380000000000
2021-09-25 17:20:00,BTC-USD,0.0,gdax,42691.46000000,gdax,42691.46000000,kraken,42673.20000000,gemini,42683.40000000,0.00022258,kraken,42673.30000000,bitstamp,42685.90000000,kraken,42673.30000000,kraken,42673.30000000,0.18312095,42682.380000000000,42688.680000000000,42673.250000000000,42678.350000000000
2021-09-25 17:21:00,BTC-USD,0.0,gemini,42680.98000000,gdax,42694.00000000,kraken,42673.20000000,gemini,42691.66000000,0.01797689,kraken,42673.30000000,bitstamp,42690.54000000,kraken,42673.30000000,kraken,42673.30000000,0.06342017,42677.140000000000,42692.270000000000,42673.250000000000,42682.480000000000
2021-09-25 17:22:00,BTC-USD,0.0,gemini,42692.39000000,gemini,42693.80000000,bitstamp,42686.16000000,kraken,42684.00000000,0.01497756,kraken,42673.30000000,bitstamp,42682.93000000,gdax,42672.78000000,gdax,42676.80000000,0.11715928,42682.845000000000,42688.365000000000,42679.470000000000,42680.400000000000
2021-09-25 17:23:00,BTC-USD,0.0,kraken,42684.00000000,kraken,42684.00000000,bitstamp,42675.90000000,gemini,42668.09000000,0.00343272,gdax,42683.60000000,gemini,42656.59000000,gdax,42650.01000000,kraken,42660.00000000,1.10000000,42683.800000000000,42670.295000000000,42662.955000000000,42664.045000000000
2021-09-25 17:24:00,BTC-USD,0.0,gemini,42667.31000000,gemini,42686.69000000,kraken,42669.90000000,gemini,42685.20000000,0.09911046,kraken,42660.00000000,gemini,42675.83000000,kraken,42660.00000000,kraken,42670.00000000,1.10000000,42663.655000000000,42681.260000000000,42664.950000000000,42677.600000000000
2021-09-25 17:25:00,BTC-USD,0.0,gemini,42685.20000000,gdax,42690.02000000,kraken,42669.90000000,gdax,42690.02000000,1.26137231,kraken,42670.00000000,gemini,42678.20000000,gdax,42668.89000000,kraken,42670.00000000,0.39437236,42677.600000000000,42684.110000000000,42669.395000000000,42680.010000000000
2021-09-25 17:26:00,BTC-USD,0.0,gdax,42690.02000000,gdax,42699.99000000,kraken,42669.90000000,gemini,42678.20000000,0.02005859,kraken,42670.00000000,gemini,42678.21000000,kraken,42670.00000000,kraken,42670.00000000,0.39352236,42680.010000000000,42689.100000000000,42669.950000000000,42674.100000000000
2021-09-25 17:27:00,BTC-USD,0.0,gemini,42678.20000000,gemini,42683.11000000,kraken,42669.90000000,gemini,42674.13000000,0.11,kraken,42670.00000000,gemini,42669.84000000,kraken,42658.00000000,kraken,42669.80000000,0.12500000,42674.100000000000,42676.475000000000,42663.950000000000,42671.965000000000
2021-09-25 17:28:00,BTC-USD,0.0,gemini,42674.14000000,gdax,42693.33000000,kraken,42669.30000000,gdax,42687.83000000,0.0001,kraken,42668.20000000,kraken,42668.20000000,gdax,42650.01000000,kraken,42669.40000000,0.08141908,42671.170000000000,42680.765000000000,42659.655000000000,42678.615000000000
2021-09-25 17:29:00,BTC-USD,0.0,gemini,42687.63000000,bitstamp,42701.51000000,kraken,42669.90000000,gemini,42700.47000000,0.02,kraken,42669.40000000,bitstamp,42693.87000000,kraken,42669.40000000,kraken,42670.00000000,0.24177832,42678.515000000000,42697.690000000000,42669.650000000000,42685.235000000000
2021-09-25 17:30:00,BTC-USD,0.0,gemini,42699.41000000,gemini,42713.64000000,kraken,42689.90000000,gemini,42674.59000000,0.00583741,kraken,42670.00000000,gemini,42676.88000000,kraken,42666.80000000,kraken,42668.80000000,0.25000000,42684.705000000000,42695.260000000000,42678.350000000000,42671.695000000000
2021-09-25 17:31:00,BTC-USD,0.0,gemini,42674.59000000,gdax,42710.99000000,kraken,42692.20000000,gemini,42680.03000000,0.00097961,kraken,42668.40000000,gemini,42671.16000000,kraken,42660.10000000,kraken,42672.20000000,0.07593519,42671.495000000000,42691.075000000000,42676.150000000000,42676.115000000000
2021-09-25 17:32:00,BTC-USD,0.0,gemini,42680.03000000,gdax,42714.12000000,kraken,42699.90000000,gdax,42714.12000000,0.04069895,kraken,42672.20000000,gemini,42677.57000000,kraken,42670.00000000,kraken,42700.00000000,0.01762229,42676.115000000000,42695.845000000000,42684.950000000000,42707.060000000000
2021-09-25 17:33:00,BTC-USD,0.0,gdax,42708.32000000,gemini,42729.79000000,kraken,42699.90000000,gemini,42728.52000000,0.03080092,kraken,42700.00000000,bitstamp,42711.74000000,kraken,42698.50000000,kraken,42700.00000000,0.00656153,42704.160000000000,42720.765000000000,42699.200000000000,42714.260000000000
2021-09-25 17:34:00,BTC-USD,0.0,gemini,42727.64000000,gdax,42735.12000000,kraken,42723.70000000,gemini,42727.65000000,0.03976775,kraken,42700.00000000,bitstamp,42731.11000000,kraken,42700.00000000,gdax,42726.79000000,0.11703012,42713.820000000000,42733.115000000000,42711.850000000000,42727.220000000000
2021-09-25 17:35:00,BTC-USD,0.0,gemini,42727.65000000,gdax,42731.67000000,bitstamp,42725.65000000,gemini,42727.64000000,0.10640021,gdax,42725.68000000,gemini,42727.65000000,kraken,42719.20000000,kraken,42727.20000000,0.59206309,42726.665000000000,42729.660000000000,42722.425000000000,42727.420000000000
2021-09-25 17:36:00,BTC-USD,0.0,gemini,42727.64000000,gdax,42737.17000000,gemini,42729.99000000,kraken,42728.00000000,0.17500000,gdax,42725.92000000,bitstamp,42732.61000000,gdax,42724.45000000,gdax,42728.44000000,0.117023,42726.780000000000,42734.890000000000,42727.220000000000,42728.220000000000
2021-09-25 17:37:00,BTC-USD,0.0,bitstamp,42730.62000000,gdax,42736.19000000,gemini,42729.99000000,kraken,42728.60000000,0.23146999,gdax,42728.44000000,bitstamp,42737.31000000,gdax,42724.29000000,kraken,42728.70000000,0.07874007,42729.530000000000,42736.750000000000,42727.140000000000,42728.650000000000
2021-09-25 17:38:00,BTC-USD,0.0,kraken,42728.60000000,kraken,42728.60000000,bitstamp,42700.65000000,kraken,42676.20000000,0.00025097,kraken,42728.70000000,kraken,42676.30000000,gdax,42651.48000000,gdax,42659.61000000,0.11721038,42728.650000000000,42702.450000000000,42676.065000000000,42667.905000000000
2021-09-25 17:39:00,BTC-USD,0.0,kraken,42676.20000000,kraken,42676.20000000,bitstamp,42674.42000000,kraken,42676.20000000,0.00025097,gdax,42656.86000000,kraken,42676.30000000,gdax,42656.11000000,gdax,42665.74000000,0.03154499,42666.530000000000,42676.250000000000,42665.265000000000,42670.970000000000
2021-09-25 17:40:00,BTC-USD,0.0,kraken,42676.20000000,kraken,42676.20000000,gdax,42658.46000000,gemini,42612.24000000,0.11,gdax,42664.09000000,bitstamp,42620.69000000,gdax,42606.03000000,gdax,42610.54000000,0.05,42670.145000000000,42648.445000000000,42632.245000000000,42611.390000000000
2021-09-25 17:41:00,BTC-USD,0.0,gemini,42610.89000000,gdax,42615.89000000,kraken,42612.20000000,kraken,42610.80000000,0.01292267,gdax,42610.10000000,bitstamp,42613.82000000,gdax,42601.63000000,gdax,42604.96000000,0.1,42610.495000000000,42614.855000000000,42606.915000000000,42607.880000000000
2021-09-25 17:42:00,BTC-USD,0.0,gemini,42611.10000000,gemini,42662.31000000,kraken,42626.50000000,gdax,42661.14000000,0.06912441,gdax,42604.96000000,bitstamp,42620.07000000,gdax,42602.74000000,kraken,42626.60000000,0.03960585,42608.030000000000,42641.190000000000,42614.620000000000,42643.870000000000
2021-09-25 17:43:00,BTC-USD,0.0,gdax,42661.14000000,gdax,42661.14000000,kraken,42626.50000000,gemini,42626.88000000,0.00344985,kraken,42626.60000000,bitstamp,42630.65000000,gdax,42618.02000000,gdax,42623.63000000,0.11731425,42643.870000000000,42645.895000000000,42622.260000000000,42625.255000000000
2021-09-25 17:44:00,BTC-USD,0.0,gemini,42622.70000000,gemini,42638.37000000,kraken,42626.50000000,gemini,42615.36000000,0.0018993,gdax,42623.63000000,kraken,42610.60000000,gdax,42602.74000000,gdax,42610.30000000,0.045,42623.165000000000,42624.485000000000,42614.620000000000,42612.830000000000
2021-09-25 17:45:00,BTC-USD,0.0,gemini,42615.36000000,gemini,42637.54000000,kraken,42626.50000000,gemini,42635.57000000,0.01512873,gdax,42610.30000000,bitstamp,42617.95000000,gdax,42610.30000000,kraken,42626.60000000,0.11010964,42612.830000000000,42627.745000000000,42618.400000000000,42631.085000000000
2021-09-25 17:46:00,BTC-USD,0.0,gemini,42637.02000000,gemini,42645.63000000,kraken,42626.50000000,gemini,42630.33000000,0.11,kraken,42626.60000000,gemini,42630.34000000,gdax,42614.40000000,gdax,42616.85000000,0.00334891,42631.810000000000,42637.985000000000,42620.450000000000,42623.590000000000
2021-09-25 17:47:00,BTC-USD,0.0,kraken,42618.40000000,kraken,42618.40000000,gdax,42611.05000000,bitstamp,42589.72000000,0.27500000,gemini,42613.57000000,bitstamp,42585.59000000,gdax,42573.55000000,kraken,42585.40000000,0.24000000,42615.985000000000,42601.995000000000,42592.300000000000,42587.560000000000
2021-09-25 17:48:00,BTC-USD,0.0,gdax,42587.58000000,gemini,42622.52000000,kraken,42610.50000000,gemini,42615.23000000,0.02759063,kraken,42585.50000000,bitstamp,42599.40000000,kraken,42585.50000000,kraken,42610.20000000,0.50200000,42586.540000000000,42610.960000000000,42598.000000000000,42612.715000000000
2021-09-25 17:49:00,BTC-USD,0.0,gdax,42615.79000000,gdax,42621.50000000,kraken,42610.10000000,gemini,42611.60000000,0.02992184,kraken,42610.20000000,bitstamp,42619.45000000,gdax,42605.01000000,kraken,42610.20000000,0.37088137,42612.995000000000,42620.475000000000,42607.555000000000,42610.900000000000
2021-09-25 17:50:00,BTC-USD,0.0,gemini,42612.72000000,gdax,42661.14000000,kraken,42645.80000000,gdax,42659.10000000,0.11380000,kraken,42610.20000000,bitstamp,42620.27000000,kraken,42610.20000000,kraken,42645.90000000,0.00238851,42611.460000000000,42640.705000000000,42628.000000000000,42652.500000000000
2021-09-25 17:51:00,BTC-USD,0.0,gdax,42659.10000000,gdax,42665.97000000,kraken,42660.00000000,gdax,42665.97000000,0.00068994,kraken,42658.30000000,kraken,42645.90000000,gdax,42627.82000000,kraken,42660.10000000,0.15321111,42658.700000000000,42655.935000000000,42643.910000000000,42663.035000000000
